,TEXT,Label
51798,"️ #disneyland @ Disneyland
",9
51799,"“You did it! Congratulations, World’s best cup of coffee. Great job everyone!” lots of laughing…
",3
51800,"Welp.... time to start taking the Christmas down ....@titosvodka #drinking #cma @user
",5
51801,"Posse love! ️ From the DMV to Malibu and back to the DMV, shoutout to my day 1 Pepperdine…
",9
51802,"Look 2! Dress and clutch from missguided #missguided shoes are @user by…
",6
51803,"Watch @user on Monday night at 11pm and you might recognize this face Thanks…
",4
51804,"EDC ORLANDO 2017 We are here!!!! #lit #goodvibes #edmlife #edmlifestyle #gayboy #edmgays…
",2
51805,"Ease into the morning by checking out Mary and Hughs wedding on the blog today. @user
",6
51806,"The search for the perfect Christmas Tree Its a family tradition we look forward to every…
",5
51807,"White beaches &amp; blue water, this is paradise (this was taken before…
",2
51808,"Sun ️ #DallasTx #ShoppingAround #summertimeshine @ Dallas, Texas
",12
51809,"all i want for christmas is a girl and red-eye to stop being a thing @ Warren County, New Jersey
",5
51810,"find your happiness // comefeelthesun #polaroid #oakland…
",1
51811,"olsenoutdoor @ Port of Brookings Harbor
",2
51812,"#Drinks in #SaintCloud #thanks to that #bluehaired #beauty in the back @user @user
",8
51813,"#Repost @user with repostapp・・・#Woes#CreativeDirector @user
",9
51814,"richierandhan - out here learning some new ones | @user finatikapparel @user
",7
51815,"Listen to Packs remix ( My ride ) by Duce #np on #SoundCloudhttps://t.co/bbqcXCKdB8 @user @user
",7
51816,"Last night was such a {Ball}! Happy 242nd Birthday Marines!…
",14
51817,"So beautiful •What’s better than #topping off your #amazing #dinner with #friends or our…
",2
51818,"I look so short but really @user is just a cute lil giant sexy Krampus Had so much fun…
",15
51819,"Rebsquad minus one #SeansTooCoolForPics @ Glen Burnie, Maryland
",5
51820,"My job is incredibly difficult . A fab group of #eliteinfluencers having a blastbwoth the most…
",3
51821,"When Bryan bought me Duck Donuts! Im not a fan of sweet, BUT that maple bacon!! #donuts #sweet…
",10
51822,"Happy Father's Day. @ Universal City Walk
",8
51823,"I guess you can say I got a little sandy @ Hobe Sound Refuge Beach
",17
51824,"Long shadows in setting sun ️ #sanibelisland @ Sanibel Island Florida on the Beach
",12
51825,"Best date night ever @user @ Paul Brown Stadium
",8
51826,"Happy Easter #sisters #siblings #easter #family @ Lake Oswego, Oregon
",9
51827,"Happy 100th bday to my Aunt Val!!! #Centenarian #SheLooksGreat #GoodGenes @ Philadelphia,…
",18
51828,"Riding through this week like..... ️ Although two of my little sisters started back to school…
",12
51829,"Last post of my fave look I promise #ontheblog | @user vectorfilmproductions ______…
",1
51830,"With my everything-friends who mean everything to me #loves #always #family #latergram @ Doc's…
",2
51831,"Cole Swindell last night @ Electric Factory
",2
51832,"So happy to be back in sweet Denton, Texas (@ Harvest House for The Main Squeeze in Denton, TX)
",9
51833,"One reason that I ️ #rooted so much is the amazing people we get to meet and build friendships…
",9
51834,"How do I seem to always pick the fire drill days #firedrill #climbcolumbus #runsteps…
",0
51835,"The picture doesn't do it justice. Simply breathtaking. #nofilter @ Little Corona Del Mar Beach
",6
51836,"#FríoRico #disfrutando #navidad en San Jose, California
",5
51837,"@user lol this isn't much of a silly face but I'm out right now @ New York, New York
",3
51838,"Here’s the full list of original Xbox games compatible starting today! :BlackBloodRayne…
",10
51839,"#Repost My nigga levicartier_3713 ・・・#Repost @user (get_repost)・・・ New Heat | Coming…
",7
51840,"Middle school girls showed me how to dab!!! #dab #livelaughlove @ Universal Studios Florida
",3
51841,"Prior to this picture I was passionately singing In The Air Tonight. …
",17
51842,"anything goes on a friday night w/ this oklahoma babe @ Veterans United Home Loans…
",4
51843,"Shopping for furniture #casagrande #arizona #itshotaf #shopping…
",18
51844,"Back again for the second half of the show! Thanks Kara for filling in! #summersostrong #twu…
",0
51845,"️ (when we finally get to go out....just the two of us.) @ Dining Under the Stars
",9
51846,"Retrouvailles [french]: the happinesss of meeting again after a long time and boy was I happy…
",9
51847,"BUEN DIA!!!! CARAJO!!!!! @ Old Town Greenwich, CT
",3
51848,"When your best bat boy make this debut the last game of the season Thanks @user for…
",3
51849,"I miss you more than you know #wcw @ Myrtle Beach, South Carolina
",18
51850,"Best Friends Reunited for the weekend! YAY! @ Norman, Oklahoma
",10
51851,"Grab your friend's phone to scan your phone... But, for real, if you have a QR scanner, check…
",4
51852,"Happy Sunday ️ ️ ️ @ Bellpoint United Methodist Church
",12
51853,"Who’s your best friend?? Dis mine @ New York Post
",2
51854,"Waiting for his new album :) @ The Brooklyn Tabernacle
",7
51855,"Fire in the hall #watchoutforthedragon #harrypotter #universalstudios #orlando @ The Wizarding…
",7
51856,"You can usually find him with me, or me with him : eastwoodphotography1994 @ Thompson House…
",1
51857,"Our world is upside down but we must keep #protesting #Whitney #museum #NYC @ Whitney Museum…
",9
51858,"Shop got a new toy . I lover barter deals!!!! #glock #everydaycarry #choberechtcustoms #10xlife…
",16
51859,"Happy Veterans Day to my papaw @ Canaan Land FWB Church
",9
51860,"happy day of graduation you graduate @ Washington County Fair Park…
",8
51861,"Congratulation to our newest MIT, Liz!! ️ ️We love you and can’t wait for your journey to…
",9
51862,"Oh my god cuteness overload. I this #cat Ampersand. #catsofinstagram @ Sherman Oaks
",2
51863,"We had a fantastic time with students from Montcalm S.S. this morning ️ Thank you for coming in…
",12
51864,"#chirachi, or more like a sashimi flower? @ OSAKA SUSHI
",4
51865,"Eating breakfast with my mom &amp; hubby (at @user in Leominster, MA)
",2
51866,"Remember how small you are in the grand scheme of things ...Law &amp; Order //…
",14
51867,"Towering peaks, thrilling passes, thundering waterfalls, and titillating wildflowers , this run…
",4
51868,"Balcony tiling like a master piece. #tilemiami #keystone #miami #tiling #tilecontractor…
",16
51869,"Stephen turned 3 months today Where has the time gone! My boy loves his hands now that he has…
",14
51870,"It almost doesn't look like a desert thanks for letting me tag along on your field trip…
",13
51871,"(@ Downtown Niagara Falls in Niagara Falls, NY)
",2
51872,"Be Nice To The Guy Who Works At SA On Larpenteur
",4
51873,"I like this pic may.and.elroy !!! free time #Smile Always #Smile /// #UdtStyle…
",1
51874,"Hiya! good morning!That extra hour was clutch last night! Woke up for coffee and some writing…
",3
51875,"Lmaoooooo @user I Have To Prank My Girl Like This @user #CantHandleThePrank …
",3
51876,"Fun day at the Boardwalk with sweet friends and all their kiddos @ Santa Cruz Beach Boardwalk
",9
51877,"Eli is to comfortable @ Ponderosa Stables
",3
51878,"My little guy AJ. ️ #family #cousins @ The Bayou Club
",9
51879,"We've got so much new stuff in right now! Seriously, I'm tempted to keep it all This cool and…
",2
51880,"Do what you love, love what you do #road2goPRO #YouTubeLanch @ 365 Fitness
",9
51881,"Because it's funny She is lion today! @ Saint Petersburg, Florida
",3
51882,"I want nothing but the best for you two @ Philadelphia Zoo
",18
51883,"My little American @ Cox Farms
",9
51884,"We adventures @ Bash Bish Falls
",9
51885,"Had a bit of an accident while taking the #Senior #Golf photo... #AHS #bowenarrowphotography @user
",10
51886,"Life moves at the speed of light. @ Movil Lake
",1
51887,"Future Agouti husky pup. We will name ""future"" @ Tag your friends
",2
51888,"My first Single Mother's Outreach Empowering Hearts Gala! so proud to…
",2
51889,"When you niece starts her own beauty brand and uses your other niece as one of the models …
",2
51890,"My guy really on Apple Music, keep putting on for our city b …
",19
51891,"Welcome to the sassiest and classiest family little #ΑΧΩ @ Alpha Chi Omega Beta Xi House…
",15
51892,"I guess I stick my tongue out when I squat…
",3
51893,"So much fun shooting Aly's senior pictures today! We had A blast with the ""wind"" machine. @user
",4
51894,"thank you for being the best support system in the world and for the snapchat filter cause…
",2
51895,"d8 @ AMF Spare Time Lanes
",15
51896,"it's gonna be a good fucking night
",7
51897,"Another a amazing show added to the list. The beautiful @user was wonderful! ️! I’m…
",9
51898,"Banana Pudding Cake #fatboy #fatboyproblems Imma definitely need to get back in the #gym but…
",2
51899,"It's always a good day when I get to practice #yoga and #meditation in this beautiful space. @user
",13
51900,"3 more days till I'm reunited with the pham (and Alex) @ University of Kentucky
",9
51901,"it’s semi szn @ Virginia Commonwealth University
",15
51902,"Happy Hour x Twin Fin. Surf culture is alive and well in Portland @ Cosube Surf
",16
51903,"#wholefoods I Love You ️ em Whole Foods Market
",9
51904,"Welcome home to my newest little!! Hope you liked the surprise …
",4
51905,"My first visit to a tattoo parlor for babe to get another How lucky…
",2
51906,"Pretty sure my Pound sisters will appreciate the fact that this cool dude has been parked next…
",16
51907,"Mi #amor @ Gilroy, California
",9
51908,"Trick or treat? With my @user my outfit is @user Cortney's top is…
",18
51909,"Ski was the first one to tell me about the trade lol gon FaceTime me like “I guess yall just get Kyrie like that”
",3
51910,"I missed you @ Harvard University
",9
51911,"Another one from last night thanks to mleahy622 #valerie #amywinehouse #band #live #music…
",8
51912,"#booknow and receive a free Christmas gift with your service Beautiful #rich all over…
",5
51913,"""Forever Me"" #linkinbio and all other digital outlets. @ 169 Hillside
",7
51914,"It's been a minute. @ Lincoln University
",9
51915,"My Beast @ Springer Opera House
",9
51916,"Seeing a show on Broadway has been crossed off my bucket list //…
",2
51917,"have to love the water station at @user ! @ Ever Grain Brewing Co.
",3
51918,"Here's to pretending to eat healthy and eating two full plates of salad smothered in cheese... …
",0
51919,"My pretty #christmastree @ Reynolds, Georgia
",15
51920,"Bout to skool these youngsters in some Mario Kart! #PlaygroundBully #We3Queens…
",3
51921,"Thursday Night @user Another great crowd!Thanks for the ️ @ UncleVinnies ComedyClub
",9
51922,"How Deep Is Your Love from @user @ Avalon Hollywood
",2
51923,"""Up &amp; at em this morning #heyinsta "" #unapologeticallyme #morningvibes #imup #thisisforyou…
",8
51924,"Tre @ Phoenix Buffet
",2
51925,"We bout to be extra saturday!!! Get there early!!! #ugahomecoming2k16 #blackout #uga…
",7
51926,"Hello from this pretty lady and me! Time with mom in MN #lovelyday #september #timewithmom…
",17
51927,"Happy Fathers Day R.I.P 2/12/13 #fathersday @ Gibbsboro, New Jersey
",14
51928,"@ The Connection at Statesboro
",7
51929,"That steelers dice celebration
",7
51930,"I NY but glad I'm a Texan. @ New York, New York
",9
51931,"Love them @ Broad Ripple, Indiana
",15
51932,"Lmao mike know he stupid @ North Charleston, South…
",3
51933,"show me how to love like you have loved me @ Lakeland, Florida
",15
51934,"Last year at #momaps1 #photoshoot with Ayaka #lightshow #fujifilm_xseries #gettingmyshot…
",6
51935,"In 2017, I was inspired. -- : heavy_coat w/ @user #photography #red #fashion…
",6
51936,"Brand new homecoming arrivals!! #TTNewYork #BoulevardMall #shoplocal #shoppinginbuffalo…
",2
51937,"First Light! Nice cool weather! #i386 #beachlife @ Ormond Beach Granada approach
",9
51938,"And how would you like your wings? Mild, medium, or extra hot? @user
",7
51939,"T A L L • G I R L•••••••••••Liv is one tall girl, clearly didn't get that from us ,thank…
",0
51940,"that's one way to put up a #Christmas #tree #NostalgiaImports #Nissan #GTR #R32 #Toys4Tots…
",5
51941,"Happy new year! @ New York, New York
",13
51942,"Dinner date @ ACME
",2
51943,"car ride kisses for Jax #hijaxed @ Southwick, Massachusetts
",8
51944,"THIRD WORLD &amp; CAPLETON holding a vibes in NEW ORLEANS for the #RootsReggaeCultureFest…
",7
51945,"I guess we're all set up. Ready to show the last @user styles •_• Direi che ci siamo.…
",16
51946,": joseisrare @ Sacramento, California
",6
51947,"@ Hendersonville, North Carolina
",17
51948,"A vegan would never risk their life for a steak.... #IAintNoVegan #ImMurican _BTW- that was…
",11
51949,"God blessed the broken road when he lead me straight to you Beautiful wedding and an even more…
",15
51950,"Don't look directly at the eclipse . spencerversustheworld #ingles #eclipse #photography #film…
",13
51951,"The water was so clear. ️#waterfall #rocks #moss #fallsbrookfalls #westhartland…
",9
51952,"@user @user UGH, I hate that I can't see y'all. You're first on my list next time I make it to town
",0
51953,"Siendo feliz @ Universal Islands Of Adventures
",9
51954,"Pssst....I Love You ️ @ East Memphis, Memphis
",9
51955,"Let's get a Molly Brooke's birthday weekend started! ️ (@ Charlotte Douglas International Airport - @user
",9
51956,"It's the month of romance &amp; love! Tag someone you hope to spend time with this Valentine's…
",9
51957,"Ima star........ Even in the dark I shine @ Goosecreek, S.C.
",13
51958,"Favorite ptx song? Ly @user
",18
51959,"I put millions of miles under my heels and still too close to you I feel........... : boss…
",1
51960,"James Ivory, after #HowardsEnd. @ Elinor Bunin Munroe Film Center
",9
51961,"My little sis (&amp; stitch) @ Pittsford (town), New York
",15
51962,"the #cuffs at #saksfifthavenue @ Saks Fifth Avenue
",9
51963,"1...2...3!!!!!! Kennywood with my two boys #EndOfSummerFun @user
",15
51964,"Make Sure You Click The Link In My Bio! New 'Let Me Explain' Remix #brysontiller…
",7
51965,"Embroidered ornaments and more to help decorate - link to shop online in profile! AND shop in…
",5
51966,"Nashville at night....after beating the Blackhawks @ Nashville,…
",17
51967,"very proud of my boy kalinwhite for releasing his project #Chapter21 love you smoov! Can't…
",9
51968,"Blessing upon blessing upon blessing #ncnewbornphotographer @ North Carolina
",14
51969,"Feliz Navidad @ Indigo Hall (Downtown Spartanburg)
",5
51970,"Me and my baby, Bill @ Baltimore, Ohio
",9
51971,"We definitely GLO'D up #clever @ New Orleans Zephyrs Stadium
",0
51972,"Didn't have milk for Lucky Charms so sandwiches and Willy Wonka because I'm 12 #gordoproblems…
",0
51973,"@user thanks for following me! I hope you like the tunes!
",9
51974,"Blue Christmas
",14
51975,"Tryin to get a job
",19
51976,"a skyline so nice I featured it twice @ Hanlan's Point Beach
",13
51977,"1014There are such beautiful stars #Athens #Ohio #night #stars # camera #starwatching… Ohiohttps://www.instagram.com/p/BaSvuD1DNzo/
",13
51978,"️ this cutie pie! #photography #canon #5dmarkiii #instagood #canon5dii #nikon #5dmarkii…
",9
51979,"My people are the best people #goatfolks#Repost @user with repostapp・・・⇥ⓢⓙⓓⓡ⇤…
",2
51980,"New lil piece by @user at donnellycove ""COVE"" ! #mtn #seabass #sebastiancoolidge…
",7
51981,"Happy Friday all you Geeks and Freaks of the intertubes! #thankgoditsfriday @ Dunkin Donuts
",10
51982,"special henry time @ Woodstock Trails - Noonday Creek &amp; Downtown Spur
",9
51983,"Big Daddy Sliding On! @ High Museum of Art, Atlanta
",0
51984,"MOVIES LIGHT NIGHT @ AMC Bay Plaza Cinemas 13
",16
51985,"#christmastree @ Downtown Houston
",5
51986,"These two! #delmarca #anthonyfrank #obrienfrank #myloves #dogsofinstagram #dogsofcalifornia…
",9
51987,"Homecoming 2015 @ Oklahoma State University
",15
51988,"Favorite beer city hands down. Asheville, NC comes close, but nothing is like San Diego …
",15
51989,"My'everything (@ Starbucks in Miami, FL)
",14
51990,"Cool kids sit in the back of the vicelandbus @ 1-800-Lucky
",16
51991,"Family day @ South lake lake Isabella
",15
51992,"Tonight I’ll be opening up this whole event doors open at 10pm make to arrive early cause I’m…
",7
51993,"️ #MichiganGirl @ Pictured Rocks National Lakeshore
",9
51994,"High bun and swooped bangs...... Yes #Locd #LifeIsGood @ Salon Phoenix CO 2
",8
51995,"In honor of #NYFW ... ️TOM FORD S/S18 ... #Mood.....#nyfw2017 #tomford #newyork #fashion…
",9
51996,"happy birthday pretty boy @ Stewartsville, New Jersey
",14
51997,"Lil J rocking his J's! He has serious sneaker @user @user kidsfootlocker…
",9
51998,"First trip to the UP was a success ️ sunsets, great food, great people, and some kayaks that…
",12
51999,"My Seattle Fam showin LOVE #ninas50th #funfunfun #a1sinceday1 #squad #weallbaddies #seattle @user
",9
52000,"Merry Xmas 2016 #huz #favoritepresent @ Phoenix, Arizona
",9
52001,"#TBT to the @user with my best friend Kendal #Zoo #Family #Niece #LoveHer @ The Toledo Zoo
",9
52002,"There's no place like BG @ Bowling Green State University
",15
52003,"Squaaaaad? : @user @ Space Yacht
",1
52004,"leaving a piece of my heart in this city @ Boston, Massachusetts
",15
52005,"#gurvhitched next day @ 1 Hotel South Beach
",16
52006,"Nothing like a trip to PCB to wrap up the summer with my girls ️ @user
",12
52007,"Couldn't be more proud for her first show @ Pinnacle Farms
",15
52008,"HAPPY BIRTHDAY to one of my bestestestet friends! Love you to the Stars skippers! @user
",15
52009,"Happy birthday, kristinanikolovaa ️ I miss you! Have a blessed one! { #JWSinUSA | #SJWanderlust…
",9
52010,"My biggest fan.! It’s unconstitutional ️ @ Abbu Bolte Hain
",9
52011,"""@NICKFilAMingYon: I cant believe me and jeff actually drove to nashville #dixieland"" wtfff
",3
52012,"You may say I'm a dreamer, but I'm not the only one @ Strawberry Fields
",13
52013,"We have fun at work! #jimburkelincoln #jimburkeford #kerncounty #bakersfield @ Jim Burke Ford…
",4
52014,"Showing a sunrise at sunset one day later #sunrise #sun #rincon #socal #beach #surf…
",10
52015,"Happy birthday, baby!!! One more year until you no longer have to be jealous of me haha. I…
",4
52016,"Breakfast today. Been 3 days no rice. #Washington #DC #USA #JourneyToImprovements @ Savoy…
",3
52017,"nostalgia ️ @ South Beach, Miami
",12
52018,"Hey you! Don't forget to smile @ Chinatown, Los Angeles
",4
52019,"All a dream @ Toronto, Ontario
",13
52020,"My legs feeling Nooooodles! #GriffithObservatory | #LosAngeles | #Hiking | #Wanderlust |…
",3
52021,"That's a wrap for Day 1 #WPTChoctaw! Can't beat a poolside party #WPT #poker #summernights…
",16
52022,"Nothing like hanging out with a few ""Asses"" tonight ! . #burros #donkeys #jackasses @user
",0
52023,"Day 4 was a success #disney #disneyworld @ Disney's Magic Kingdom
",17
52024,"Spice Girls were that forever! @ Pasadena, California
",7
52025,"Halloween 2k17 pt.3 ( _.mickelodeon._ ) @ Plano, Texas
",1
52026,"I Paige &amp; FTA football @ Kyle Field
",9
52027,"impromptu jam session andazscottsdale #whynotazaz #wheninandaz @ Andaz Scottsdale Resort &amp; Spa
",7
52028,"Good Morning Everybody @ Northside, Jacksonville
",8
52029,"It's been a while but we're back at with our new Mango Monday up now on YouTube @user
",7
52030,"My friends are cuter than yours @ Cafe Santorini
",15
52031,"Here is my baby again! @ Hofstra University
",2
52032,"I am married to the most beautiful women ️ @ Santa Barbara Botanic…
",9
52033,"Happy Sunday, babes @ Ashland, Kentucky
",8
52034,"Good Morning Florida!#TheSunshineState ️#OaklandPark#Sunrise @ Forest Park Apts- FL
",12
52035,"Biggest #bingsoo ever #dessert #lalaland #koreatown @ Miss Coffee
",2
52036,"Johnny at frosty freeze kills me
",3
52037,"A beautiful September day on #mainstreet #onlyinjonesborough...#madeintn #easttn…
",14
52038,"In about a year from now, I will say ""I Do"" to the cutest boy in town, rawrboba we booked our…
",15
52039,"dreamers @ City of Dreams
",9
52040,"Forever adventuring through life with you @ Carlito Springs Trail
",15
52041,"Obligatory Christmas post (excuse my double chin photobombing us) …
",5
52042,"They called me a drama queen so I blew them a kiss @ Western Connecticut State University…
",8
52043,"Gotta surprise visit from these two... #LunchTime #familytime ️ @ Encinitas, California
",9
52044,"The best wedding dates ️ ️ @ Missouri Botanical Garden
",9
52045,"@user Yesterday show @ the Stir Cove #garbage #punk #alternative #rock #iowa #stircove…
",9
52046,"My nigga my nigga eastend Raymond grew up thuggin together. Soild nigga since We was young @user
",19
52047,"LOML @ Auburn High School (Nebraska)
",2
52048,"Black Friday #aeostyle #americaneagleoutfitters #comebuysomejeans @user
",9
52049,"Congrats my friend!! So beautiful @ Shulamit Nazarian
",18
52050,"this weekend tho @ Midtown Detroit
",9
52051,"Thank you Phillies for the amazing hospitality!! #redwhiteandblue #holidayweekend …
",11
52052,"""Where your treasure is, there will your heart be also."" -JK Rowling#couplesofinstagram…
",9
52053,"""Nothing is more expensive than a missed opportunity"" -H. Jackson Brown Jr.- #GIRLGANG…
",19
52054,"New flannels #selfie #christmas #christmas2015 @ Barnstable, Massachusetts
",2
52055,"#baseballmom #proudmama #sammyonthemound #myboy ️ @ Garner Baseball Inc
",9
52056,"Hi Chicago &lt;3 I love you, thank you for having me #chicago #homeawayfromhome @ Chicago, Illinois
",8
52057,"We don’t have fun here at all! #happyhalloween #halloweenatthedentist @ Advanced Dentistry…
",10
52058,"Happy bday to my big bro! Love u nigga. alexentertainment credit koolguy_tayrock @ Baltimore, Maryland
",6
52059,"Bolt apparently knows a #dogperson Bolt loves you so much enabarrise Welcome to the family of…
",2
52060,"#Repost auburnandivorycreative (get_repost)・・・These sweethearts I've never seen so many…
",15
52061,"That take off tho... @ Seattle-Tacoma International Airport (Sea-Tac)
",2
52062,"I might be biased, but this looks like a #Christmas card to me! #Tucker #MERRYCHRISTMAS #myboy…
",5
52063,"Loyalty is something I live by.. Rt
",19
52064,"Today's starting line up! @user #ardell #ardelllashes @ San Jose Convention Center
",13
52065,"maybe someday @ Regal Court Bungalows
",13
52066,"just capturing some art @ The Broad
",1
52067,"The rolling fog in the Bay Area is so peaceful #sanfrancisco #mounttamalpais #rollingfog @user
",17
52068,"What a cutie @ Sunlakes At Bayside
",15
52069,"When you don't need filters.... It's ok I'm good @ Kensington,…
",0
52070,"There is nothing that give you more confidence than clear, glowing skin!#happyfriday @ me2 beauty
",13
52071,"Snug as a bug in a rug #zanewyatt #myheart @ UMC Family Birth Center
",9
52072,"All my recent work I put in from 2016-2017 more than just puttin…
",7
52073,"Kale from my wonderful neighbor! Yummy!! I can't wait to make kale hash for breakfast! #kale…
",2
52074,"I love this kid @ Chicago, Illinois
",9
52075,"️ Love U Man! Every time I run an event in the honor of this…
",9
52076,"(at @user in Brownsville, TX)
",2
52077,"Super proud of this fierce beauty. Another Pie Hole opens! #PieIsLove #Pie #entrepreneur…
",9
52078,"Courtesy of @user - I'm.a dancing queen ..music by #steps more cool clips of…
",10
52079,"#TJO 3rd annual Alvin Ailey performance So glad to have the gang back together after 6 (or 7…
",2
52080,"moms rule @ Cambridge, Massachusetts
",18
52081,"(Coco)a beach by far has the best name ️ ️ ️ @ Cocoa Beach, Florida
",12
52082,"My #WeighThis for the installation in NYC at Grand Central today If you live in NYC go check out…
",14
52083,"So thankful for my amazing husband and the beautiful friendsgiving dinner he hosted yesterday ️…
",9
52084,"""I don't know what to do with my hands"" #Dugan5 @ Valparaiso University
",9
52085,"Handcheck bo, swan, squonk !InstockNextGen Vapeshop 2417 ave U, Brooklyn NY…
",7
52086,"it was magical alright #jk @ Disneyland
",4
52087,"Love my best friend Nikki! ️ @ El Toro
",9
52088,"I love you ️ #SigEpSemiFormql @ Michael's Restaurant &amp; Lounge
",9
52089,"you hold a special place in my heart bby (feat. ralph) @ Eastern…
",9
52090,"mr. and mrs. gatto! ️#eatdrinkandbegatto @ Moonlight Basin
",9
52091,"Dinner last night in Little Italy with this crazy bunch! ""No he would NOT like to eat at your…
",9
52092,"When you get surprised with tickets to billboard and have the best time of your life I…
",2
52093,"Wait for me!!! @ Central Park
",0
52094,"@user save me a plate
",4
52095,"Sunday funday #friends #college #bestfriends #cute #girls #sunday #sundayfunday #Milwaukee #mke…
",17
52096,"Longer videos to annoy you all with Monterey/Salinas. Full-ish…
",3
52097,"Contrast lover @ Nolita
",13
52098,"""You know you’ve found true #love when you catch yourself falling in #love with the same…
",2
52099,"Guess who caught the bouquet @ Lake Lawn Resort
",4
52100,"New now in stock! I got mine - will you get yours? Kept these limited - first come, first…
",7
52101,"I loved this @ New York, New York
",14
52102,"Self-worth @ The Shops at Willow Bend
",19
52103,"Thanks parvbassi for coming, nice to meet you, I hope you back from Canada soon!!! ️ ️ ️…
",9
52104,"#friDATES with Lucy. #disisd366photos 22/366 @ Ocean World Restaurant
",15
52105,"Lol @user why we look SO serious??? #nostalgiatuesdays…
",0
52106,"!!!!! RT @user Yall young ass Drake fans don't even know why this pic is so lit
",7
52107,"Blue hair, being surrounded by #BlackExcellence &amp; this life-giving sheer top = a dream / #TBT…
",13
52108,"I took the girl ️ @ Houston Toyota Center
",9
52109,"Amazing time last weekend in #NYC with @user @user #VAworldwide @ Electric Zoo…
",7
52110,"Gotta the FLUX!! #golddust #fluxpavilion #fridaynight @ Label…
",9
52111,"We welcome with love Ezra Crew Olvera #james117 @ Covenant Womans…
",14
52112,"#LITTTY Again @ Sweet Brooklyn Bar
",7
52113,"My brother and I are always lookin fly @ BJ's Restaurant and…
",16
52114,"Tiramisu, from Italian, meaning ""cheer me up"". #Veintisiempre #StillMaBday #BirthdayGirl…
",18
52115,"Wow! I'll have a actual teenager in 2 days. #MyMiniMe #JelaniG @user
",14
52116,"Half off single visits and up 50% off all products! Come see us! Available through Monday …
",5
52117,"My faves @ The Tap - Mass Ave
",2
52118,"Family love over food and drink in Sarasota, FL. This is what I’m thankfully for @ St Armands…
",16
52119,"first time trying my @user kit and loving how simple it is to use check out…
",15
52120,"Cocaine is a hell of a drug for Katt Williams.
",3
52121,"You're worth the drive
",2
52122,"Yes I was wearing socks with heels ️ @ Tulsa, Oklahoma
",9
52123,"My new track 'Vamos' will be released August 15th on Beatport and Traxsource! …
",7
52124,"Love to see you smile #minime #miavictoria @ Connors Farm
",2
52125,"You make lovin you all I wanna do @ Blossom Music Center
",15
52126,"#tbt to warmer days and big smiles @ East Beach State Beach
",10
52127,"@user ️ #waxstatue #waxmuseum #LA #hollywoodwalkoffame #california @ Hollywood Walk…
",9
52128,"HAPPY SWEET 16 TO MY BESTFRIEND AND COUSIN I love you so much Carmy and can't wait to see…
",15
52129,"Thanks for making sure I never dance alone. @ Jr Murphy's
",9
52130,"Fuzzy blue 70's pimp hat for opening day at the Santa Anita race track #ihatechristmas…
",14
52131,"@user thank you
",15
52132,"@user they're so good!!!! so floofy!
",2
52133,"brainbagz new track is @ Diabolical Records
",7
52134,"Labor Day weekend fun! #welovethebeach ️ @ Bay Watch Resort and Conference Center
",12
52135,"All these littles and I'm in charge #lae @ Westcott Building
",15
52136,"This place has and continues to help still my soul. Degaje,…
",9
52137,"What's a life without girlfriends? @ Kindsfather Field At Clark…
",17
52138,"seeing what you want ️ @ Alice@97.3
",9
52139,"I ️#NY @ Bronx, New York
",9
52140,"Day in the District to see my girl Serena @ Cambridge, Ontario
",9
52141,"Just your friendly gay next door. : @user #Photography #Portrait #Portraitphotography…
",1
52142,"Live. Laugh. Love. New Year's Day 2017. #happynewyear #newyearseve #newyearsday #happynewyears…
",8
52143,"Last Night Was Lit shoutout to @user @user @user and the lovely…
",7
52144,"I have to give a shoutout to my amazing friend Jayvon ! So Happy I…
",8
52145,"Day 4 of dress up week did not disappoint!! One whole class was Finding Nemo. WOW dancers! ️…
",9
52146,"GOOD DAY EVERY ONE!I have been told the online tickets for #valentinespecial closed.But…
",9
52147,"Next week can't come fast enough #disneyland #mickeymouse #babyisgoingtobe7 #birthday @user
",15
52148,"Bruh, this shit is really tomorrow night Thanksgiving Eve (November 22, 2017)Ali Baba Lounge…
",16
52149,"""Experts"" on this mornings 'Building Successful Sports Massage Practice' panel. #amtaconv @user
",4
52150,"Housewarming (@ Cherry Hill Towers in Cherry Hill, NJ)
",3
52151,"I Love. Perfect Friday night. #catsofinstagram #marlonandstella…
",9
52152,"C Ä S U A L' U X U R Y SS17 _____brennan_____ @ Ashbourne Swim Club at Lynnewood Gardens
",1
52153,"12 years of playing soccer together and she still grosses me out …
",4
52154,"Regresé por el Bloody Mary (@ Crab House at Pier 39 - @user
",2
52155,"#ChicagoImperials with the @user for #starwarsnight ! #starwars #rockfordicehogs #hockey…
",17
52156,"Sorry for all the late birthday replies, I got a new phone and all the apps were updating
",16
52157,"Inappropriate t-shirts to go with the conversation our 5am class wasn't using their ""rest""…
",4
52158,"“miss-el-toe” get it???? I’m so PUNNY!!! This one’s for you travelbugbites @ Melrose Avenue
",0
52159,"From earlier today #photoshoot for #suitdepot #printwork #suitsandtie #catalog #printmodel…
",1
52160,"babygirl @ Tri-County Regional Vocational Technical High School
",14
52161,":amberxvx #trve #kvlt #pvppy @ Frick Park
",1
52162,"#sp24 Thai @user @ Sap's Fine Thai Cuisine
",9
52163,"Want a fun lippy? Swagger is the one! Perfect shade for a fun look! @ Nashville, Tennessee
",18
